word,pRecall,Size,Animacy,nLet,nSyl,WFlog,CDlog,Prevalence,ONsize,AoA,Concreteness,NoF,BOI,Arousal,Valence,Dominance,Graspability,Pantomime,Action,Danger,Usefulness
BLOUSE,0.715789474,0.71641791,0.040462428,6,1,2.436162647,2.274157849,2.326347874,1,6.65,4.96,11,6.47826087,4.64,5.89,6.59,6,3.965517241,2.181818182,1.28125,3.5
BLUEBERRY,0.805309735,0.972440945,0.488151659,9,3,2.120573931,1.949390007,2.335023968,0,6.22,4.96,10,6,4.35,6.89,5.7,6.068965517,3.1875,2.642857143,1.24137931,3.085714286
BLUEJAY,0.845070423,0.846889952,0.923387097,7,2,1.278753601,0.477121255,1.566134755,0,5.8381,4.97,6,4.2,4.38,6.54,5,NaN,NaN,NaN,NaN,NaN
BLUEPRINT,0.67032967,0.596566524,0.041237113,9,2,1.806179974,1.69019608,2.575829304,1,9.39,4.77,NaN,4.833333333,4.72,5.48,5.96,NaN,NaN,NaN,NaN,NaN
BOARD,0.767857143,0.367924528,0.067307692,5,1,3.514946005,3.226084116,2.439059658,3,6.37,4.57,21,4.48,4.37,5.12,5.37,4.827586207,3.71875,3.071428571,1.551724138,2.714285714
BOAT,0.761363636,0.074257426,0.089108911,4,1,3.688953463,3.163757524,2.338919064,12,3.84,4.93,16,5.130434783,4.52,6.26,5.59,NaN,NaN,NaN,NaN,NaN
BODY,0.702702703,0.1375,0.674418605,4,2,3.998825819,3.597914471,2.575829304,5,4.28,4.79,31,6.038461538,5.56,5.66,5.76,NaN,NaN,NaN,NaN,NaN
BOLT,0.578125,0.774193548,0.069306931,4,1,2.546542663,2.356025857,2.336337007,16,7.28,4.67,11,4.925925926,5.37,4.94,4.64,NaN,NaN,NaN,NaN,NaN
BOMB,0.791666667,0.443478261,0.032608696,4,1,3.437274797,2.970811611,2.247148443,4,8,4.84,17,4.384615385,7.5,2.25,3.14,NaN,NaN,NaN,NaN,NaN
BONE,0.676470588,0.865217391,0.216346154,4,1,3.123851641,2.932473765,2.310163194,20,5.53,4.9,19,5.259259259,5.13,4.87,6,NaN,NaN,NaN,NaN,NaN
BOOK,0.697916667,0.857142857,0.016129032,4,1,3.955543442,3.511214701,2.430838231,15,3.68,4.9,15,6.47826087,3.83,6.98,6.41,NaN,NaN,NaN,NaN,NaN
BOOT,0.780487805,0.717948718,0.076923077,4,1,2.755112266,2.574031268,2.429581185,19,3.89,4.96,13,6.555555556,4.7,5.27,6.24,NaN,NaN,NaN,NaN,NaN
BOOTH,0.602739726,0.173913043,0.041666667,5,1,3.017033339,2.62324929,2.435070491,5,7.16,4.42,18,4.92,4.52,5.25,5.17,NaN,NaN,NaN,NaN,NaN
BOSS,0.753623188,0.05027933,0.923728814,4,1,3.802089258,3.368100852,2.43021246,19,6.16,3.83,19,4.083333333,6.14,4.39,4.65,NaN,NaN,NaN,NaN,NaN
BOTTLE,0.698795181,0.920560748,0.035714286,6,2,3.41313205,3.19368103,2.426007437,3,3.56,4.91,20,5.464285714,4.56,5.45,5.88,6.517241379,5.103448276,3.363636364,2.03125,4.366666667
BOUILLON,0.714285714,0.823529412,0.059602649,8,3,0.903089987,0.77815125,1.151818982,0,13.41,4.2,9,3.636363636,4.38,5.5,NaN,NaN,NaN,NaN,NaN,NaN
BOULDER,0.714285714,0.098360656,0.036363636,7,2,2.029383778,1.838849091,2.423982355,3,7.9162,4.67,NaN,4.958333333,4.69,4.93,NaN,NaN,NaN,NaN,NaN,NaN
BOULEVARD,0.671875,0.124031008,0.078947368,9,3,2.423245874,2.23299611,1.940220146,0,9.1889,4.73,9,3.4,4.6,5.52,NaN,NaN,NaN,NaN,NaN,NaN
BOUQUET,0.721311475,0.51048951,0.203821656,7,2,2.217483944,2.071882007,2.131148344,1,8.72,4.74,3,4.909090909,4.14,6.55,5.76,NaN,NaN,NaN,NaN,NaN
BOWL,0.587628866,0.887966805,0.019230769,4,1,3.039414119,2.834420704,2.447857175,9,4.26,4.87,22,6.16,4.21,5.51,5.58,6.103448276,5.620689655,3.424242424,1.40625,3.8
BOX,0.703125,0.633333333,0.014388489,3,1,3.660675788,3.371806459,2.153360944,15,4.3,4.9,15,6.291666667,4.57,5.17,4.67,NaN,NaN,NaN,NaN,NaN
BOXER,0.7,0.125,0.765714286,5,2,2.294466226,2.056904851,2.423982355,4,7.95,4.63,14,4.608695652,6.37,5.02,5.64,NaN,NaN,NaN,NaN,NaN
BOY,0.844444444,0.196850394,0.951388889,3,1,4.43171749,3.787743772,2.314411489,19,3.67,4.76,10,4.962962963,4.76,6.01,5.5,NaN,NaN,NaN,NaN,NaN
BOYFRIEND,0.880952381,0.065693431,0.96835443,9,2,3.566437492,3.26245109,2.575829304,0,6.89,4.59,12,6.310344828,5.77,6.3,5.17,NaN,NaN,NaN,NaN,NaN
BRACELET,0.597222222,0.946107784,0.023076923,8,2,2.600972896,2.28780173,2.575829304,0,5.68,4.96,13,6.5,4.82,6.03,5,5.655172414,4.625,2.285714286,1.24137931,2.142857143
BRACES,0.543859649,0.937984496,0.067669173,6,2,2.217483944,2.064457989,2.322497078,8,8.5556,5,9,NaN,5.15,3.97,NaN,NaN,NaN,NaN,NaN,NaN
BRAIN,0.6875,0.653061224,0.595238095,5,1,3.594282029,3.2999429,2.25803204,8,5.76,4.69,17,NaN,5.58,6.34,6.28,NaN,NaN,NaN,NaN,NaN
BRAKE,0.613636364,0.738738739,0.023668639,5,1,2.485721426,2.294466226,2.322007011,7,5.95,4.44,10,NaN,5.3,5.04,5.67,NaN,NaN,NaN,NaN,NaN
BRAN,0.590361446,0.926940639,0.074285714,4,1,1.832508913,1.681241237,1.324990619,13,9.95,4.48,NaN,4.407407407,4.33,5.09,5.05,NaN,NaN,NaN,NaN,NaN
BRANCH,0.756410256,0.484018265,0.238372093,6,1,2.711807229,2.574031268,2.443606318,2,5.11,4.9,11,4.821428571,4.37,5.57,4.91,5.793103448,4.21875,2.5,1.655172414,2.714285714
BRANDY,0.6625,0.82464455,0.039215686,6,2,2.754348336,2.459392488,2.236044792,1,12.1,4.81,10,5.64,4.76,5.54,5.5,NaN,NaN,NaN,NaN,NaN
BREAD,0.727272727,0.851851852,0.065359477,5,1,3.160168293,2.95568775,2.328693443,7,3.58,4.92,15,6.230769231,3.98,6.47,6.05,NaN,NaN,NaN,NaN,NaN
BREAST,0.826086957,0.68,0.361607143,6,1,2.660865478,2.501059262,2.436521977,0,6.6,4.89,20,5.4,6,6.38,5,5.689655172,5.21875,3.107142857,1.413793103,3.342857143
BRICK,0.652631579,0.904214559,0.017467249,5,1,2.716003344,2.408239965,2.170755992,7,6.43,4.83,14,5.64,4.79,5.02,5,5.620689655,4,2.357142857,2.620689655,4.142857143
BRIDE,0.818181818,0.109589041,0.955555556,5,1,3.092018471,2.805500858,2.123153308,4,5.1,4.63,4,NaN,5.22,6.72,6.08,NaN,NaN,NaN,NaN,NaN
BRIDGE,0.729927007,0.089347079,0.074235808,6,1,3.367728546,3.019946682,2.177282991,2,5.58,4.97,10,5.52173913,4.99,5.64,4.78,NaN,NaN,NaN,NaN,NaN
BRIEFCASE,0.72826087,0.418269231,0.025380711,9,2,2.64246452,2.40654018,2.328228003,0,6.37,4.86,NaN,6.25,4.67,5.13,6.33,NaN,NaN,NaN,NaN,NaN
BROCCOLI,0.768292683,0.954372624,0.450381679,8,3,2.068185862,1.838849091,2.327760737,0,5.2,4.87,13,5.04,4.47,5.55,5.12,5.655172414,3.03125,2.571428571,1.24137931,3.085714286
BROOK,0.715517241,0.233108108,0.13442623,5,1,2.021189299,1.851258349,1.972961051,4,8.42,4.43,6,3.166666667,3.15,6.38,6.08,NaN,NaN,NaN,NaN,NaN
BROOM,0.703703704,0.304347826,0.047619048,5,1,2.387389826,2.255272505,2.437661515,5,5.5,4.89,11,6.416666667,4.46,4.92,5.76,NaN,NaN,NaN,NaN,NaN
BROTHER,0.840909091,0.048387097,0.980519481,7,2,4.160828543,3.579326204,2.240816331,1,3.63,4.43,10,5.043478261,4.88,6.41,5.46,NaN,NaN,NaN,NaN,NaN
BRUISE,0.708333333,0.953125,0.041666667,6,1,2.220108088,2.123851641,2.263192048,2,5.45,4.73,20,3.68,6.09,3.18,3.78,NaN,NaN,NaN,NaN,NaN
BRUNETTE,0.712121212,0.132653061,0.810344828,8,2,2.252853031,2.133538908,2.128518501,0,8.61,4.57,9,3.666666667,4.97,6.53,5.36,NaN,NaN,NaN,NaN,NaN
BRUSH,0.655172414,0.904761905,0.03125,5,1,2.859138297,2.767155866,2.575829304,4,3.78,4.54,6,6.043478261,4.23,5.46,6.18,NaN,NaN,NaN,NaN,NaN
BUBBLE,0.655172414,0.912162162,0.015037594,6,2,2.611723308,2.46686762,2.432073555,7,3.79,4.6,8,4.64,3.92,6.41,6.12,NaN,NaN,NaN,NaN,NaN
BUCKET,0.671428571,0.457792208,0.020576132,6,2,2.709269961,2.593286067,2.445390799,3,5.61,4.96,11,6,4.46,5.1,5.52,NaN,NaN,NaN,NaN,NaN
BUCKLE,0.513157895,0.939189189,0.016260163,6,2,2.411619706,2.33243846,2.431149076,1,6.42,4.71,7,4.846153846,4.75,5.19,4.83,NaN,NaN,NaN,NaN,NaN
BUFFALO,0.711538462,0.039007092,0.942857143,7,3,2.783903579,2.404833717,2.326347874,0,6.7013,4.83,21,4.692307692,5.29,5.78,NaN,NaN,NaN,NaN,NaN,NaN
BUG,0.742857143,0.959090909,0.85862069,3,1,3.028977705,2.766412847,2.267193981,21,3.79,5,16,5.296296296,5.82,3.66,4.08,NaN,NaN,NaN,NaN,NaN
BUGGY,0.584745763,0.21969697,0.117886179,5,2,2.10720997,1.875061263,2.02447195,7,6.95,4.18,11,3.954545455,4.64,4.9,5.33,2.862068966,3.375,1.928571429,1.448275862,2.057142857
BUGLE,0.581395349,0.56561086,0.095238095,5,2,1.949390007,1.698970004,1.409266175,1,8.88,4.84,13,4.541666667,5.45,5.24,5.42,NaN,NaN,NaN,NaN,NaN
BUILDER,0.7375,0.068292683,0.864754098,7,2,1.69019608,1.643452676,2.444377109,2,5.95,3.97,18,4.826086957,5.24,5.62,6.93,NaN,NaN,NaN,NaN,NaN
BUILDING,0.756097561,0.067901235,0.105633803,8,2,3.705778213,3.382377303,2.575829304,0,6.16,4.64,20,5.208333333,4.81,5.52,6,NaN,NaN,NaN,NaN,NaN
BULB,0.517241379,0.9375,0.043478261,4,1,2.303196057,2.173186268,2.118339313,2,6.56,4.93,NaN,5.391304348,4.59,5.53,4.82,NaN,NaN,NaN,NaN,NaN
BULL,0.620689655,0.071428571,0.925,4,1,3.147367108,2.823474229,2.575829304,16,4.53,4.85,9,3.782608696,6.41,4.76,6.89,NaN,NaN,NaN,NaN,NaN
BULLET,0.714285714,0.979166667,0.035714286,6,2,3.290257269,3.003029471,2.575829304,7,6.7,4.83,13,5.772727273,7,3.31,3.93,NaN,NaN,NaN,NaN,NaN
BULLETIN,0.62,0.559701493,0.042105263,8,3,2.264817823,2.173186268,2.342273443,0,10.28,4.72,12,4.192307692,5.28,5.18,5.4,NaN,NaN,NaN,NaN,NaN
BULLY,0.741935484,0.144144144,0.9,5,2,2.567026366,2.423245874,2.322497078,12,6.05,3.92,20,4.857142857,6.95,2.34,3.18,NaN,NaN,NaN,NaN,NaN
BUN,0.629213483,0.940594059,0.047619048,3,1,2.170261715,2.041392685,2.317505884,21,5.79,4.88,NaN,5.916666667,4.37,5.82,5.29,NaN,NaN,NaN,NaN,NaN
BUNNY,0.717948718,0.758389262,0.922222222,5,2,2.976349979,2.532754379,2.421194136,9,4.5,4.97,NaN,4.5,3.64,7.03,5.78,NaN,NaN,NaN,NaN,NaN
BUREAU,0.6125,0.108108108,0.102702703,6,2,2.755112266,2.549003262,2.175996055,0,11.95,4.04,21,4.037037037,4.76,4.79,5.19,NaN,NaN,NaN,NaN,NaN
BURGLAR,0.756097561,0.069565217,0.95480226,7,2,2.451786436,2.133538908,2.006301214,0,7,4.44,19,4.260869565,7.31,2.38,3.88,NaN,NaN,NaN,NaN,NaN
BUS,0.732142857,0.088461538,0.046296296,3,1,3.577951128,3.189490314,2.226693847,15,3.85,4.9,17,5.192307692,5.02,5,4.88,3.206896552,4.6875,2.5,2.310344828,3.342857143
BUSH,0.711340206,0.313636364,0.555084746,4,1,2.857935265,2.606381365,2.308532649,13,4.9,4.9,15,4.8,4.27,5.11,5,NaN,NaN,NaN,NaN,NaN
BUTCHER,0.685714286,0.107526882,0.902439024,7,2,2.638489257,2.465382851,2.111978665,3,7.9,4.65,NaN,4.739130435,6.05,4.4,5.18,NaN,NaN,NaN,NaN,NaN
BUTLER,0.673913043,0.063063063,0.905063291,6,2,2.706717782,2.264817823,2.100165493,5,7.5,4.63,NaN,3.88,4.53,5.33,6.04,NaN,NaN,NaN,NaN,NaN
BUTTER,0.666666667,0.905660377,0.038461538,6,2,3.018284308,2.828015064,2.575829304,13,5.78,4.9,15,6.217391304,4.14,5.99,5.67,NaN,NaN,NaN,NaN,NaN
BUTTERFLY,0.735294118,0.953389831,0.932907348,9,3,2.450249108,2.271841607,2.24883136,0,3.67,4.93,20,4.25,3.52,7.18,5.51,NaN,NaN,NaN,NaN,NaN
BUTTON,0.646464646,0.941964286,0.018867925,6,2,3.15896526,2.954724791,2.431766729,2,4.78,4.96,16,6.153846154,4.43,5.48,6.53,5.482758621,4.78125,2.285714286,1.344827586,2.571428571
BUYER,0.5625,0.081818182,0.890322581,5,2,2.423245874,2.276461804,2.246583359,0,6.94,4.36,8,NaN,5.36,5.43,5.76,NaN,NaN,NaN,NaN,NaN
CAB,0.71559633,0.123966942,0.059907834,3,1,3.261738547,2.983175072,2.328693443,18,6.94,4.88,9,5.6,5.01,5.12,6.47,NaN,NaN,NaN,NaN,NaN
CABBAGE,0.727272727,0.823255814,0.484304933,7,2,2.173186268,2.041392685,2.575829304,0,5.78,4.75,15,5.608695652,4.33,4.95,5.93,NaN,NaN,NaN,NaN,NaN
CABIN,0.658914729,0.080508475,0.050691244,5,2,3.001300933,2.662757832,2.440429443,0,6.39,4.92,9,4.56,3.52,6.26,6.3,NaN,NaN,NaN,NaN,NaN
CABINET,0.682539683,0.184501845,0.061611374,7,3,2.629409599,2.495544338,2.428944333,1,6.06,4.89,16,5.64,4.4,5.38,5.78,3.24137931,4.03125,2.035714286,1.413793103,2.428571429
CABLE,0.5,0.804123711,0.029411765,5,2,3.044931546,2.72916479,2.331448366,4,9.2,4.74,NaN,4.913043478,4.84,5.54,5.79,NaN,NaN,NaN,NaN,NaN
CABOOSE,0.75,0.1875,0.092592593,7,2,1.491361694,1.414973348,1.376741339,0,6.44,4.96,8,4,4.93,5.37,4.32,NaN,NaN,NaN,NaN,NaN
CACTUS,0.707070707,0.282828283,0.747474747,6,2,2.173186268,1.934498451,2.257506071,0,6.72,5,15,4.5,5.49,4.82,5.5,4.448275862,3.46875,1.857142857,2.379310345,3.171428571
CAFE,0.60130719,0.18705036,0.088,4,2,2.413299764,2.227886705,2.268177575,10,8.7474,4.96,15,4.772727273,4.43,6.41,NaN,NaN,NaN,NaN,NaN,NaN
CAFETERIA,0.681818182,0.080152672,0.065891473,9,5,2.462397998,2.340444115,2.23904388,0,7.15,4.71,NaN,4.8,5.12,5.44,5.36,NaN,NaN,NaN,NaN,NaN
CAGE,0.675925926,0.304964539,0.044303797,4,1,3.01494035,2.752048448,2.575829304,15,5.06,5,18,5.291666667,6.04,3.54,3.58,NaN,NaN,NaN,NaN,NaN
CAKE,0.804347826,0.608187135,0.034482759,4,1,3.361538971,3.078456818,2.336771394,21,3.26,4.81,19,6.086956522,4.98,7.28,5.88,NaN,NaN,NaN,NaN,NaN
CALCULATOR,0.575757576,0.942528736,0.03125,10,4,1.826074803,1.72427587,2.575829304,0,8.22,4.86,12,6.24,4.72,5.41,6.48,NaN,NaN,NaN,NaN,NaN
CALENDAR,0.5,0.672131148,0,8,3,2.561101384,2.361727836,2.575829304,2,5.89,4.62,8,NaN,4.59,5.5,5.59,NaN,NaN,NaN,NaN,NaN
CALF,0.754716981,0.251396648,0.820754717,4,1,2.181843588,2.037426498,2.260117594,7,6.63,4.48,7,5.08,4,5.84,5.16,NaN,NaN,NaN,NaN,NaN
CAMEL,0.642857143,0.092741935,0.927272727,5,2,2.409933123,2.1430148,2.426007437,1,5.11,4.93,11,4.52173913,4.66,5.36,5.21,NaN,NaN,NaN,NaN,NaN
CAMERA,0.573770492,0.879746835,0.028571429,6,3,3.463594402,3.142389466,2.575829304,0,6,5,8,6.086956522,5.27,6.35,6.39,6.068965517,5.5625,2.892857143,1.586206897,2.8
CAN,0.7,0.933333333,0.043478261,3,1,5.427520189,3.921894471,2.206222551,21,4.32,4.55,20,4.88,4.51,5.2,6.44,5.724137931,4,2.714285714,1.310344828,2.971428571
CANAL,0.709677419,0.13220339,0.081180812,5,2,2.514547753,2.264817823,2.177282991,2,7.61,4.68,18,3.47826087,4.49,5.39,5.81,NaN,NaN,NaN,NaN,NaN
CANARY,0.75,0.823788546,0.905844156,6,3,2.176091259,1.986771734,2.123831804,1,7.32,4.63,4,3.807692308,4.33,6.26,5.41,NaN,NaN,NaN,NaN,NaN
CANDIDATE,0.723404255,0.096,0.901734104,9,3,2.638489257,2.444044796,2.438782327,0,10.39,3.81,17,4.739130435,5.44,4.85,5.48,NaN,NaN,NaN,NaN,NaN
CANDLE,0.709677419,0.948051948,0,6,2,2.612783857,2.465382851,2.332802059,3,5.37,4.86,8,5.166666667,3.8,6.31,6.08,5.586206897,4.5625,2.25,2.344827586,3.6
CANDY,0.62295082,0.960451977,0.020833333,5,2,3.261500773,2.95568775,2.2460162,8,4,4.83,14,6.4,5.35,7.14,6.46,NaN,NaN,NaN,NaN,NaN
CANE,0.535714286,0.487179487,0.133333333,4,1,2.629409599,2.212187604,2.327291634,21,5.74,4.87,14,6.068965517,4.68,4.65,4.38,NaN,NaN,NaN,NaN,NaN
CANNON,0.590909091,0.103703704,0.039215686,6,2,2.648360011,2.408239965,2.183584334,3,7.9,4.79,16,3.608695652,6.57,4.38,4.95,NaN,NaN,NaN,NaN,NaN
CANOE,0.701923077,0.142857143,0.042056075,5,2,2.26245109,1.886490725,2.073937601,1,6.63,4.86,8,5.818181818,4.22,5.98,6.15,3.172413793,5.379310345,2.545454545,2.40625,4.633333333
CANVAS,0.619047619,0.305194805,0.03649635,6,2,2.336459734,2.204119983,2.240227732,1,8.15,4.78,16,5.590909091,4.22,5.77,5.89,NaN,NaN,NaN,NaN,NaN
CANYON,0.694915254,0.09202454,0.058064516,6,2,2.622214023,2.346352974,2.088455598,2,8.39,4.81,12,NaN,4.64,5.98,4.1,NaN,NaN,NaN,NaN,NaN
CAP,0.682352941,0.912037037,0.040697674,3,1,2.980911938,2.792391689,2.333249838,25,5.53,4.59,6,5.826086957,4.33,5.41,5.57,NaN,NaN,NaN,NaN,NaN
CAPE,0.725,0.603603604,0.018691589,4,1,2.624282096,2.354108439,2.575829304,16,6.9038,4.77,20,5.416666667,4.58,5.65,NaN,NaN,NaN,NaN,NaN,NaN
CAPITAL,0.549019608,0.094202899,0.078947368,7,3,2.812244697,2.691965103,2.181090066,1,8.1,4.1,NaN,2.428571429,5.28,5.42,5.85,NaN,NaN,NaN,NaN,NaN
CAPTAIN,0.802325581,0.054852321,0.945205479,7,2,4.026247181,3.251881455,2.155534908,0,6.06,4.19,13,4.913043478,5.78,5.54,5,NaN,NaN,NaN,NaN,NaN
CAPTIVE,0.6,0.1375,0.861386139,7,2,2.068185862,1.991226076,2.575829304,0,9.44,3.03,21,2.47826087,7,2.9,3.3,NaN,NaN,NaN,NaN,NaN
CAR,0.723577236,0.086065574,0.052208835,3,1,4.391587824,3.71222867,2.323955536,21,3.37,4.89,25,6.035714286,5.66,6.02,6.41,2.965517241,6.172413793,3.787878788,4.59375,5.166666667
CARAVAN,0.657142857,0.060869565,0.125506073,7,3,1.875061263,1.662757832,2.156254093,0,9.28,4.37,21,4.217391304,4.96,5.35,5.59,NaN,NaN,NaN,NaN,NaN
CARD,0.666666667,0.969465649,0.022058824,4,1,3.639287226,3.323870607,2.336337007,14,6.2,4.9,21,5.56,4.28,5.65,5.06,NaN,NaN,NaN,NaN,NaN
CARDINAL,0.621621622,0.658823529,0.889221557,8,3,2.320146286,1.934498451,2.272997746,0,8,4.74,12,NaN,4.26,6.14,5.2,NaN,NaN,NaN,NaN,NaN
CARNIVAL,0.72,0.063063063,0.1,8,3,2.561101384,2.250420002,2.323955536,0,6.95,4.68,14,5.125,6.67,6.75,5.55,NaN,NaN,NaN,NaN,NaN
CARPENTER,0.704081633,0.064935065,0.926517572,9,3,2.487138375,2.089905111,2.325396632,0,7.394,4.41,18,5.464285714,4.93,5.59,5.12,NaN,NaN,NaN,NaN,NaN
CARPET,0.584615385,0.228571429,0.026086957,6,2,2.774516966,2.58546073,2.575829304,3,6.05,4.96,17,6.041666667,4.01,5.58,5.1,4.068965517,3.71875,2.285714286,1.206896552,2.4
CARRIAGE,0.643678161,0.113513514,0.087179487,8,2,2.582063363,2.383815366,2.244875605,1,5.84,4.86,NaN,5.08,4.41,5.67,6,2.965517241,3.655172414,2.696969697,1.59375,3.366666667
CARROT,0.707865169,0.935185185,0.494252874,6,2,2.292256071,2.093421685,2.328693443,4,2.74,5,16,6.043478261,4.31,5.97,6.37,NaN,NaN,NaN,NaN,NaN
CART,0.654761905,0.213636364,0.030456853,4,1,2.664641976,2.5132176,2.314411489,17,6.16,4.89,16,5.4,4.54,5.32,5.83,NaN,NaN,NaN,NaN,NaN
CARTON,0.602272727,0.779069767,0.023952096,6,2,1.986771734,1.913813852,2.263698296,4,7,5,7,5,4.49,5.1,5.68,NaN,NaN,NaN,NaN,NaN
CASH,0.709302326,0.929648241,0.01754386,4,1,3.567614443,3.283301229,2.421548339,14,4.84,4.48,4,6.36,6.37,7.15,6.16,NaN,NaN,NaN,NaN,NaN
CASHEW,0.739130435,0.977272727,0.290322581,6,2,1.079181246,0.903089987,2.328693443,3,8.68,4.92,6,NaN,4.47,6.29,NaN,NaN,NaN,NaN,NaN,NaN
CASHIER,0.654761905,0.106557377,0.902255639,7,2,2.225309282,2.068185862,2.32298518,3,6.74,4.89,NaN,4.888888889,4.96,5.47,5.43,NaN,NaN,NaN,NaN,NaN
CASKET,0.72,0.169491525,0,6,2,2.212187604,2.008600172,2.120416406,3,8.26,4.86,NaN,4.714285714,6.22,2.73,3.11,NaN,NaN,NaN,NaN,NaN
CASTLE,0.780821918,0.049689441,0.1,6,2,3.041392685,2.583198774,2.575829304,2,5.8,4.96,16,4.307692308,5.59,6.31,6.35,2.344827586,4.068965517,2.818181818,1.75,3.166666667
CAT,0.893333333,0.583333333,0.919504644,3,1,3.529430354,3.142076461,2.575829304,27,3.68,4.86,3,5.913043478,4.29,6.6,5.48,NaN,NaN,NaN,NaN,NaN
CATCHER,0.732394366,0.095454545,0.879120879,7,2,2.283301229,1.968482949,2.039215031,6,7.63,4.44,10,NaN,5.02,5.39,4.8,NaN,NaN,NaN,NaN,NaN
CATERPILLAR,0.826086957,0.898373984,0.897163121,11,4,1.763427994,1.544068044,2.062194846,0,5.17,4.87,10,5.083333333,4.39,5.35,5.04,NaN,NaN,NaN,NaN,NaN
CATHEDRAL,0.8125,0.06,0.056451613,9,3,2.281033367,2,2.154812999,0,10.58,4.86,9,4.5,4.16,5.75,5.04,1.965517241,3.75862069,2.575757576,1.53125,3.2
CATTLE,0.731343284,0.082051282,0.935344828,6,2,2.829303773,2.423245874,2.575829304,7,6.53,4.64,14,4.625,4.6,5.35,4.74,NaN,NaN,NaN,NaN,NaN
CAULIFLOWER,0.775700935,0.854368932,0.559241706,11,4,1.462397998,1.380211242,2.097105333,0,6.18,5,10,5.269230769,4.39,4.92,5.87,5.655172414,2.90625,2.285714286,1.206896552,2.942857143
CAVE,0.695652174,0.110169492,0.072727273,4,1,2.853698212,2.563481085,2.575829304,20,6.74,4.96,11,3.625,5.27,5.08,4.45,NaN,NaN,NaN,NaN,NaN
CAVITY,0.666666667,0.892857143,0.034482759,6,3,2.184691431,2.093421685,2.32102093,0,7.5,4.5,9,NaN,6.4,2.72,4.96,NaN,NaN,NaN,NaN,NaN
CEILING,0.788235294,0.096969697,0.019354839,7,2,2.630427875,2.545307116,2.329618892,4,4.75,4.85,10,2.5,4.2,5.3,5.16,NaN,NaN,NaN,NaN,NaN
CELERY,0.714285714,0.959677419,0.441064639,6,3,1.982271233,1.806179974,2.166725979,0,5.78,4.8,12,6.086956522,4.29,5.24,6.28,NaN,NaN,NaN,NaN,NaN
CELLAR,0.741176471,0.125827815,0.063492063,6,2,2.680335513,2.372912003,2.214714587,1,8.94,4.68,10,4.6,4.73,4.71,4.75,NaN,NaN,NaN,NaN,NaN
CELLO,0.768518519,0.182692308,0.04,5,2,1.982271233,1.612783857,1.879864243,5,9.89,4.96,13,5.038461538,4.05,6.02,6.41,NaN,NaN,NaN,NaN,NaN
CEMETERY,0.72,0.025,0.043478261,8,4,2.64738297,2.437750563,2.23963692,1,7.78,4.93,11,4.217391304,5.7,3.05,3.82,NaN,NaN,NaN,NaN,NaN
CENT,0.488888889,0.97044335,0.01734104,4,1,2.684845362,2.557507202,2.182963996,16,6,4.19,NaN,5.12,4.66,5.52,5.3,NaN,NaN,NaN,NaN,NaN
CERAMICS,0.679245283,0.625,0.03030303,8,3,1.477121255,1.361727836,2.119726389,0,9.5,4.62,15,5.458333333,4.36,5.79,6,NaN,NaN,NaN,NaN,NaN
CEREAL,0.659793814,0.881443299,0.055900621,6,3,2.511883361,2.350248018,2.575829304,0,4.44,4.83,11,5.958333333,4.12,6.31,5.77,NaN,NaN,NaN,NaN,NaN
CHAIN,0.676056338,0.833333333,0.020134228,5,1,3.034628457,2.86923172,2.23963692,1,5.22,4.55,14,5.958333333,5.29,4.54,4.2,NaN,NaN,NaN,NaN,NaN
CHAIR,0.743243243,0.276595745,0.035087719,5,1,3.400019635,3.191451014,2.440969611,3,3.43,4.58,14,6.88,4.05,5.63,5.28,NaN,NaN,NaN,NaN,NaN
CHAIRPERSON,0.698412698,0.045454545,0.95045045,11,3,0.84509804,0.84509804,1.654627902,0,11,4.58,18,4.44,4.92,4.84,NaN,NaN,NaN,NaN,NaN,NaN
CHALK,0.611111111,0.946428571,0.017241379,5,1,2.264817823,2.158362492,2.425338529,0,4.47,4.9,7,5.92,4.22,5.1,5.48,NaN,NaN,NaN,NaN,NaN
CHAMBER,0.662921348,0.116666667,0.073825503,7,2,2.813580989,2.600972896,2.257506071,3,9.3,4.59,19,3.260869565,4.96,5.01,5.5,NaN,NaN,NaN,NaN,NaN
CHAMPAGNE,0.730337079,0.67357513,0.053191489,9,2,3.203304916,2.92788341,2.200691831,0,10.26,4.82,14,5.583333333,5.41,6.33,6.47,NaN,NaN,NaN,NaN,NaN
CHAMPION,0.702702703,0.054545455,0.894736842,8,3,3.028571253,2.709269961,2.433287722,0,8.61,3.82,14,NaN,6.09,6.78,5.88,NaN,NaN,NaN,NaN,NaN
CHAPEL,0.763157895,0.098591549,0.089041096,6,2,2.609594409,2.243038049,2.247148443,0,6.95,4.6,11,4.52,3.83,5.59,3.8,NaN,NaN,NaN,NaN,NaN
CHARCOAL,0.576470588,0.928571429,0.031914894,8,2,1.959041392,1.832508913,2.424663531,0,8,4.85,11,4.740740741,4.74,5.16,5,NaN,NaN,NaN,NaN,NaN
CHART,0.5,0.751322751,0.025641026,5,1,2.684845362,2.531478917,2.437943455,8,7.59,4.48,18,4.428571429,4.65,5.38,6.11,NaN,NaN,NaN,NaN,NaN
CHAUFFEUR,0.758241758,0.067137809,0.898148148,9,2,2.459392488,2.173186268,2.101679103,0,9.84,4.43,NaN,4.84,4.68,5.5,5.33,NaN,NaN,NaN,NaN,NaN
